[[1 1 1 ..., 0 0 0]
 [0 0 1 ..., 0 0 0]
 [0 0 0 ..., 0 0 0]
 ..., 
 [0 0 0 ..., 0 0 0]
 [0 0 0 ..., 0 0 0]
 [0 0 1 ..., 0 0 0]]
3132
tree prunning end, 1 roots, 120 extra nodes, 0 pruned nodes ,max_depth=10
predict french but is italian [u'ground chuck', u'olive oil', u'grated parmesan cheese', u'garlic', u'thyme', u'tomato paste', u'minced garlic', u'unsalted butter', u'bay leaves', u'grated nutmeg', u'onions', u'kosher salt', u'ground black pepper', u'whole milk', u'all-purpose flour', u'celery', u'table salt', u'water', u'large eggs', u'red wine', u'carrots']
predict french but is italian [u'sugar', u'all purpose unbleached flour', u'large egg yolks', u'grated lemon peel', u'yellow corn meal', u'unsalted butter', u'water', u'salt']
predict spanish but is cajun_creole [u'olive oil', u'long-grain rice', u'chorizo sausage', u'green bell pepper', u'freshly ground pepper', u'onions', u'paprika', u'garlic cloves', u'kosher salt', u'scallions', u'frozen peas']
predict french but is vietnamese [u'large eggs', u'all-purpose flour', u'sugar', u'vanilla extract', u'unsweetened cocoa powder', u'powdered sugar', u'coffee', u'sweetened condensed milk', u'unsalted butter', u'salt']
predict british but is irish [u'beef', u'fat', u'petite peas', u'pearl onions', u'nonfat milk', u'corn starch', u'reduced fat sharp cheddar cheese', u'red wine vinegar', u'carrots', u'prepared horseradish', u'frozen mashed potatoes', u'marjoram']
predict italian but is southern_us [u'tomatoes', u'milk', u'salt', u'pepper', u'butter', u'fresh mushrooms', u'eggs', u'grated parmesan cheese', u'all-purpose flour', u'bread', u'cooked turkey', u'bacon']
predict british but is filipino [u'eggs', u'unsalted butter', u'skim milk', u'salt', u'sugar', u'bread machine yeast', u'bread crumbs', u'bread flour']
predict indian but is mexican [u'vegetable oil', u'water', u'salt', u'red chili peppers', u'garlic', u'flour']
predict indian but is japanese [u'red chili powder', u'cilantro leaves', u'bay leaf', u'clove', u'garam masala', u'okra', u'garlic paste', u'green chilies', u'onions', u'tomatoes', u'salt', u'oil']
predict southern_us but is moroccan [u'ground cinnamon', u'salt', u'harissa sauce', u'olive oil', u'cayenne pepper', u'sugar', u'all-purpose flour', u'chicken thighs', u'chicken breast halves', u'peanut oil']
predict mexican but is spanish [u'jalapeno chilies', u'salt', u'olive oil', u'red pepper', u'chopped parsley', u'dry white wine', u'fat', u'ground pepper', u'garlic', u'onions']
predict japanese but is chinese [u'sugar pea', u'fresh ginger', u'rice vinegar', u'red bell pepper', u'fresh udon', u'water', u'purple onion', u'carrots', u'medium shrimp', u'black peppercorns', u'minced garlic', u'butter', u'oyster sauce', u'baby corn', u'sugar', u'light soy sauce', u'salt', u'corn starch']
predict french but is italian [u'fresh rosemary', u'oil-cured black olives', u'salt', u'warm water', u'sea salt', u'dry yeast', u'extra-virgin olive oil', u'sugar', u'russet potatoes', u'bread flour']
predict italian but is greek [u'water', u'vanilla extract', u'eggs', u'baking powder', u'white sugar', u'sesame seeds', u'all-purpose flour', u'slivered almonds', u'butter']
predict southern_us but is french [u'green onions', u'garlic cloves', u'black pepper', u'salt', u'mayonaise', u'butter', u'chicken livers', u'white wine', u'hot sauce']
predict brazilian but is italian [u'Angostura bitters', u'strawberries', u'raspberries', u'bananas', u'pears', u'Fuji Apple', u'honey', u'green grape', u'orange', u'dark rum']
predict italian but is jamaican [u'nutmeg', u'boneless skinless chicken breasts', u'hot pepper sauce', u'large garlic cloves', u'olive oil', u'cinnamon', u'green onions', u'salt']
predict spanish but is italian [u'butter', u'val', u'kosher salt', u'cavatelli', u'extra-virgin olive oil', u'large eggs', u'thick-cut bacon']
predict spanish but is southern_us [u'honey', u'fresh mint', u'ice cubes', u'orange juice', u'raspberries', u'fresh lemon juice', u'fresh raspberries']
predict spanish but is southern_us [u'corn', u'yukon gold potatoes', u'kosher salt', u'dry white wine', u'bacon', u'cherry tomatoes', u'chopped fresh thyme', u'water', u'shallots', u'smoked paprika']
predict french but is italian [u'almond flour', u'2% reduced-fat milk', u'rice', u'large eggs', u'all-purpose flour', u'sugar', u'butter', u'fresh raspberries', u'large egg yolks', u'salt', u'apricot preserves']
predict southern_us but is moroccan [u'brown sugar', u'cinnamon', u'cayenne', u'fresh lemon juice', u'water', u'salt', u'unsalted butter', u'carrots']
predict greek but is british [u'kosher salt', u'lemon', u'olive oil', u'pepper', u'salt', u'cod', u'russet potatoes']
predict southern_us but is french [u'chicken broth', u'large eggs', u'carrots', u'milk', u'Bisquick Original All-Purpose Baking Mix', u'great northern beans', u'smoked sausage', u'onions', u'dried thyme', u'garlic cloves']
predict spanish but is russian [u'shallots', u'sour cream', u'hungarian hot paprika', u'bacon fat', u'onions', u'hungarian sweet paprika', u'diced tomatoes', u'lard', u'olive oil', u'veal scallops', u'marjoram']
predict korean but is chinese [u'soy sauce', u'anise', u'scallions', u'sugar', u'large garlic cloves', u'beef rib short', u'turnips', u'water', u'scotch', u'cinnamon sticks', u'hot red pepper flakes', u'egg noodles', u'gingerroot', u'toasted sesame oil']
predict french but is italian [u'sugar', u'heavy cream', u'salted pistachios', u'large egg whites', u'almond extract']
predict italian but is french [u'large eggs', u'goat cheese', u'water', u'country style bread', u'seedless red grapes', u'pinenuts', u'vegetable oil', u'frisee', u'japanese breadcrumbs', u'vinaigrette']
predict indian but is moroccan [u'capers', u'cooking spray', u'salt', u'ground cinnamon', u'swordfish steaks', u'paprika', u'chopped fresh mint', u'plain low-fat yogurt', u'ground black pepper', u'mint sprigs', u'ground cumin', u'ground ginger', u'minced garlic', u'ground red pepper', u'ground coriander']
predict italian but is french [u'semi-sweet chocolate morsels', u'refrigerated crescent rolls']
predict chinese but is spanish [u'water', u'salt', u'long-grain rice', u'vegetable oil']
predict chinese but is japanese [u'soy sauce', u'flank steak', u'gingerroot', u'medium dry sherry', u'large garlic cloves', u'cucumber', u'water', u'vegetable oil', u'scallions', u'spinach leaves', u'mushrooms', u'seasoned rice wine vinegar', u'beansprouts']
predict southern_us but is irish [u'ground ginger', u'large eggs', u'custard', u'freshly ground pepper', u'molasses', u'candy bar', u'salt', u'hot water', u'baking soda', u'butter', u'dark brown sugar', u'frozen whipped topping', u'baking powder', u'all-purpose flour']
predict southern_us but is spanish [u'orange juice', u'sugar', u'orange zest', u'orange', u'eggs', u'lemon juice']
predict cajun_creole but is southern_us [u'pepper', u'creole seasoning', u'butter', u'sour cream', u'corn flakes', u'chicken leg quarters', u'parsley flakes', u'salt']
predict jamaican but is indian [u'fresh ginger', u'ice', u'bananas', u'plain yogurt', u'mango']
predict chinese but is italian [u'sesame seeds', u'shortening', u'all-purpose flour', u'anise oil', u'milk', u'white sugar']
predict southern_us but is cajun_creole [u'tomato sauce', u'green onions', u'white rice', u'onions', u'dried thyme', u'bacon', u'smoked paprika', u'pork', u'Tabasco Pepper Sauce', u'salt', u'pork sausages', u'chicken broth', u'bell pepper', u'crushed red pepper flakes', u'celery']
predict french but is spanish [u'prunes', u'large egg yolks', u'corn starch', u'milk', u'dry sherry', u'sugar', u'large eggs', u'sliced almonds', u'heavy cream']
predict italian but is russian [u'lemon extract', u'heavy cream', u'ground almonds', u'cottage cheese', u'golden raisins', u'candied fruit', u'sugar', u'egg yolks', u'vanilla extract', u'vanilla beans', u'lemon', u'cream cheese']
predict southern_us but is greek [u'mahlab', u'unsalted butter', u'all-purpose flour', u'eggs', u'honey', u'baking powder', u'candy', u'slivered almonds', u'baking soda', u'vanilla extract', u'light brown sugar', u'milk', u'granulated sugar', u'lemon juice']
predict thai but is vietnamese [u'fish sauce', u'lime wedges', u'rice vinegar', u'dark sesame oil', u'corn starch', u'pork tenderloin', u'crushed red pepper', u'chopped onion', u'garlic cloves', u'unsalted chicken stock', u'peeled fresh ginger', u'cilantro leaves', u'roasted peanuts', u'carrots', u'lower sodium soy sauce', u'white rice', u'chinese cabbage', u'dark brown sugar']
predict chinese but is korean [u'low sodium soy sauce', u'Sriracha', u'ginger', u'sauce', u'brown sugar', u'baking powder', u'rice vinegar', u'garlic cloves', u'chicken wings', u'light beer', u'salt', u'oil', u'warm water', u'sesame oil', u'all-purpose flour', u'corn starch']
predict indian but is japanese [u'red chili powder', u'garam masala', u'oil', u'onions', u'red chili peppers', u'ginger', u'coconut milk', u'ground cumin', u'fresh ginger', u'green chilies', u'bay leaf', u'sugar', u'butter', u'shrimp small uncook', u'ground turmeric']
predict indian but is french [u'blue cheese', u'green onions', u'chutney', u'curry powder', u'salt', u'dry sherry', u'cream cheese, soften']
predict indian but is filipino [u'leaves', u'shrimp paste', u'squash', u'yardlong beans', u'coconut cream', u'prawns', u'salt', u'water', u'cooking oil', u'green chilies']
predict southern_us but is cajun_creole [u'green bell pepper', u'bay leaves', u'salt', u'ground black pepper', u'tomatoes with juice', u'fresh mushrooms', u'frozen okra', u'vegetable oil', u'all-purpose flour', u'tomato paste', u'file powder', u'garlic', u'onions']
predict filipino but is japanese [u'vegetable oil', u'ginger paste', u'prawns', u'coconut milk', u'garlic paste', u'green chilies', u'teas', u'onions']
predict spanish but is french [u'saffron threads', u'large eggs', u'shallots', u'salt', u'white bread', u'cooking spray', u'extra-virgin olive oil', u'heavy whipping cream', u'mussels', u'chopped fresh chives', u'fresh tarragon', u'garlic cloves', u'black pepper', u'dry white wine', u'white wine vinegar']
predict italian but is french [u'walnut halves', u'extra-virgin olive oil', u'thyme sprigs', u'capers', u'balsamic vinegar', u'calimyrna figs', u'bread', u'water', u'toasted walnuts', u'crackers', u'pitted kalamata olives', u'chopped fresh thyme', u'soft fresh goat cheese']
predict southern_us but is french [u'milk', u'white wine vinegar', u'baking powder', u'coarse kosher salt', u'large eggs', u'all-purpose flour', u'vidalia onion', u'Tabasco Pepper Sauce', u'canola oil']
predict italian but is cajun_creole [u'colby cheese', u'diced tomatoes', u'ground white pepper', u'dried oregano', u'tomato sauce', u'vegetable oil', u'long-grain rice', u'onions', u'green bell pepper', u'ground black pepper', u'salt', u'ground beef', u'dried basil', u'garlic', u'ground cayenne pepper', u'cabbage']
predict indian but is japanese [u'water', u'salt', u'chiles', u'yellow lentils', u'ground turmeric', u'fresh spinach', u'vegetable oil', u'mustard seeds', u'shredded coconut', u'black gram', u'cumin']
predict southern_us but is cajun_creole [u'green bell pepper', u'okra', u'diced tomatoes', u'water', u'red kidney beans', u'jambalaya mix']
predict southern_us but is cajun_creole [u'eggs', u'milk', u'sweetened coconut flakes', u'cake batter', u'coconut extract', u'baking powder', u'salt', u'powdered sugar', u'butter', u'all-purpose flour', u'roasted cashews', u'granulated sugar', u'vanilla', u'glaze']
predict french but is mexican [u'dried black beans', u'carrots', u'chopped cilantro fresh', u'chicken stock', u'garlic cloves', u'onions', u'water', u'thyme sprigs', u'ground cumin', u'bacon slices', u'bay leaf']
predict southern_us but is greek [u'eggs', u'macaroni', u'salt', u'ground cinnamon', u'milk', u'lean ground beef', u'onions', u'white bread', u'tomato sauce', u'grated parmesan cheese', u'all-purpose flour', u'melted butter', u'ground black pepper', u'butter']
predict french but is british [u'chestnut mushrooms', u'onions', u'olive oil', u'garlic cloves', u'medium eggs', u'fillet steaks', u'puff pastry', u'prosciutto', u'fresh parsley']
predict french but is southern_us [u'milk', u'vanilla extract', u'sugar', u'salt', u'large eggs']
predict french but is mexican [u'fresh raspberries', u'honeydew melon', u'sugar', u'fresh lime juice', u'strawberries']
predict italian but is spanish [u'celery salt', u'olive oil', u'crushed red pepper', u'spaghetti', u'extra lean ground beef', u'marinara sauce', u'pimento stuffed olives', u'saffron threads', u'minced garlic', u'dry sherry', u'fresh parsley', u'capers', u'ground black pepper', u'chopped onion', u'dried oregano']
predict chinese but is japanese [u'soy sauce', u'ground black pepper', u'spring onions', u'salt', u'minced pork', u'strong white bread flour', u'lime juice', u'lemon zest', u'vegetable oil', u'garlic cloves', u'chili flakes', u'crab', u'prawns', u'sesame oil', u'pak choi', u'boiling water', u'sugar', u'fresh ginger root', u'fine salt', u'chili oil', u'oyster sauce']
predict chinese but is thai [u'water chestnuts', u'vegetable broth', u'beansprouts', u'shiitake', u'red pepper flakes', u'scallions', u'bamboo shoots', u'low sodium soy sauce', u'napa cabbage', u'garlic', u'bok choy', u'fresh ginger root', u'cilantro', u'red bell pepper', u'snow peas']
predict italian but is mexican [u'ricotta cheese', u'cream cheese', u'garlic powder', u'salt', u'smoked paprika', u'Old El Paso Enchilada Sauce', u'Old El Paso Green Chiles', u'shredded mozzarella cheese', u'large eggs', u'jumbo pasta shells']
predict indian but is vietnamese [u'kosher salt', u'oxtails', u'chinese cinnamon', u'light brown sugar', u'palm sugar', u'meat bones', u'ground white pepper', u'fresh ginger', u'star anise', u'cardamom pods', u'clove', u'beef', u'yellow onion']
predict korean but is japanese [u'sugar', u'salt', u'peanuts', u'toasted sesame seeds', u'pepper', u'rice vinegar', u'green onions', u'canola oil']
predict british but is irish [u'eggs', u'candied peel', u'pumpkin pie spice', u'light brown sugar', u'golden raisins', u'porter', u'plain flour', u'baking powder', u'salt', u'ground nutmeg', u'butter']
predict mexican but is filipino [u'lemongrass', u'garlic', u'bay leaves', u'chicken', u'leaves', u'yellow onion', u'whole peppercorn', u'coarse sea salt']
predict french but is southern_us [u'vanilla', u'sugar', u'all-purpose flour', u'eggs', u'whipping cream', u'butter']
predict french but is british [u'vanilla beans', u'raspberry preserves', u'red currant jelly', u'cognac', u'water', u'semisweet chocolate', u'sponge cake', u'fresh raspberries', u'sugar', u'large egg yolks', u'whole milk', u'red currants', u'corn starch', u'raspberries', u'instant espresso powder', u'red grape', u'whipping cream']
predict mexican but is jamaican [u'jalapeno chilies', u'ground allspice', u'vegetable oil cooking spray', u'garlic', u'fresh lime juice', u'pork tenderloin', u'salt', u'mango chutney', u'gingerroot']
predict indian but is thai [u'minced garlic', u'nonfat yogurt', u'lemon', u'olive oil', u'mint leaves', u'large shrimp', u'chile paste', u'lemon zest', u'cucumber', u'fresh chives', u'fresh ginger', u'sesame oil', u'sliced green onions']
predict french but is filipino [u'water', u'balsamic vinegar', u'all-purpose flour', u'chopped parsley', u'tomato paste', u'olive oil', u'garlic', u'yellow onion', u'boiling potatoes', u'dried thyme', u'dry red wine', u'beef broth', u'bay leaf', u'sugar', u'ground black pepper', u'salt', u'carrots', u'chuck']
predict irish but is filipino [u'ground pepper', u'garlic', u'frozen peas', u'water', u'chicken breasts', u'all-purpose flour', u'sugar', u'potatoes', u'salt', u'evaporated milk', u'butter', u'onions']
predict southern_us but is mexican [u'granulated sugar', u'ground cayenne pepper', u'lime juice', u'paprika', u'mayonaise', u'butter', u'popped popcorn', u'salt']
predict italian but is french [u'whipping cream', u'sugar', u'Dutch-processed cocoa powder', u'1% low-fat milk', u'whipped cream', u'bittersweet chocolate']
predict cajun_creole but is southern_us [u'powdered sugar', u'baking soda', u'salt', u'ground cinnamon', u'Truv\xeda\xae Baking Blend', u'vegetable oil', u'pears', u'tea bags', u'baking powder', u'all-purpose flour', u'eggs', u'milk', u'vanilla extract']
predict irish but is southern_us [u'lime zest', u'strawberries', u'kiwifruit', u'chopped fresh mint', u'sugar', u'fresh lime juice', u'whipping cream', u'fresh pineapple']
predict italian but is greek [u'salad greens', u'green onions', u'bread dough', u'black pepper', u'feta cheese', u'salt', u'dried basil', u'extra-virgin olive oil', u'cider vinegar', u'cooking spray', u'garlic cloves']
predict french but is italian [u'ricotta salata', u'grated lemon zest', u'fresh lemon juice', u'celery ribs', u'salt', u'garlic cloves', u'calamata olives', u'anchovy fillets', u'extra-virgin olive oil', u'freshly ground pepper']
predict italian but is moroccan [u'garlic oil', u'halloumi cheese', u'merguez sausage', u'pepper']
predict indian but is japanese [u'water', u'ground turmeric', u'garlic paste', u'oil', u'red chili powder', u'salt', u'fish', u'pepper', u'jeera']
predict moroccan but is greek [u'potatoes', u'salt', u'ground beef', u'eggs', u'lemon wedge', u'oil', u'onions', u'ground black pepper', u'lemon', u'fresh lemon juice', u'ground cinnamon', u'dried mint flakes', u'dry bread crumbs', u'fresh parsley']
predict italian but is mexican [u'brandy', u'lard', u'eggs', u'baking powder', u'sugar', u'salt', u'anise seed', u'flour']
predict french but is british [u'large egg whites', u'dry white wine', u'blue cheese', u'kosher salt', u'whole wheat flour', u'vegetable shortening', u'onions', u'dried thyme', u'unsalted butter', u'all purpose unbleached flour', u'skirt steak', u'olive oil', u'ice water', u'salt']
predict southern_us but is cajun_creole [u'cajun seasoning', u'chicken broth', u'hot sauce', u'bacon', u'black-eyed peas', u'bay leaf']
predict mexican but is chinese [u'green onions', u'butter', u'lemon juice', u'ahi', u'baking powder', u'cilantro leaves', u'onions', u'eggs', u'taro', u'salt', u'corn starch', u'cream', u'shallots', u'garlic cloves']
predict french but is british [u'ginger', u'hard-boiled egg', u'bay leaves', u'black peppercorns', u'allspice berries']
predict filipino but is french [u'eggs', u'flour', u'strawberries', u'milk', u'vanilla', u'granulated sugar', u'salt', u'powdered sugar', u'butter', u'corn starch']
predict italian but is mexican [u'knorr chicken flavor bouillon cube', u'pimentos', u'garlic', u'tomato sauce', u'grated parmesan cheese', u'paprika', u"hellmann' or best food real mayonnais", u'green bell pepper', u'2 1/2 to 3 lb. chicken, cut into serving pieces', u'dri oregano leaves, crush', u'regular or convert rice', u'water', u'bacon, crisp-cooked and crumbled', u'green peas', u'onions']
predict italian but is cajun_creole [u'ground cloves', u'crushed tomatoes', u'grated parmesan cheese', u'salt', u'tomato sauce', u'minced garlic', u'finely chopped onion', u'chopped celery', u'white sugar', u'green bell pepper', u'pepper', u'minced onion', u'white rice', u'ground beef', u'black pepper', u'olive oil', u'chili powder', u'bay leaf']
predict spanish but is italian [u'tomato sauce', u'zucchini', u'green pepper', u'white onion', u'red pepper flakes', u'spaghetti', u'white pepper', u'butter', u'carrots', u'tomatoes', u'olive oil', u'spanish chorizo', u'oregano']
predict southern_us but is indian [u'sugar', u'butter', u'herbs', u'all-purpose flour', u'milk', u'salt', u'baking powder', u'oil']
predict french but is mexican [u'eggs', u'water', u'bacon', u'dark brown sugar', u'sugar', u'unsalted butter', u'salt', u'heavy whipping cream', u'brown sugar', u'empanada dough', u'apples', u'lemon juice', u'ground cloves', u'cinnamon', u'all-purpose flour']
predict mexican but is vietnamese [u'lime', u'water', u'garlic', u'powdered sugar', u'red pepper', u'nuoc nam']
predict southern_us but is cajun_creole [u'table salt', u'hot sauce', u'new potatoes', u'shrimp', u'corn', u'cayenne pepper', u'crawfish', u'yellow onion']
predict chinese but is vietnamese [u'sugar', u'shallots', u'pepper', u'firm tofu', u'soy sauce', u'garlic', u'fresh ginger', u'sliced green onions']
predict japanese but is korean [u'soy sauce', u'rice vinegar', u'chicken wings', u'vegetable oil', u'sugar', u'salt', u"Frank's\xae RedHot\xae Original Cayenne Pepper Sauce", u'black pepper', u'rice flour']
predict french but is italian [u'eggs', u'baking potatoes', u'flour', u'fine sea salt']
predict greek but is moroccan [u'eggplant', u'salt', u'tahini', u'fresh lemon juice', u'ground black pepper', u'greek style plain yogurt', u'olive oil', u'paprika']
predict french but is mexican [u'cream of tartar', u'vanilla', u'chocolate-hazelnut spread', u'large egg whites', u'liqueur', u'sugar', u'whipping cream']
predict mexican but is jamaican [u'red chili peppers', u'garlic cloves', u'ground cinnamon', u'olive oil', u'sugar', u'ground allspice', u'lime juice', u'onions']
predict southern_us but is irish [u'green cabbage', u'water', u'thyme sprigs', u'kosher salt', u'carrots', u'mustard', u'pork shoulder roast', u'black peppercorns', u'garlic']
predict italian but is brazilian [u'starch', u'cheese', u'butter', u'water', u'salt']
predict spanish but is irish [u'lamb loin', u'yukon gold potatoes', u'chopped parsley', u'eggs', u'olive oil', u'white wine vinegar', u'kosher salt', u'garlic', u'mayonaise', u'chives', u'lamb']
predict russian but is french [u'sugar', u'butter', u'water', u'chopped walnuts', u'ground cinnamon', u'anjou pears', u'lemon juice', u'Pepperidge Farm Puff Pastry Sheets', u'salt']
predict italian but is russian [u'sliced almonds', u'raisins', u'dried apricot', u'salt', u'honey', u'poppy seeds', u'sugar', u'cinnamon', u'pearl barley']
predict brazilian but is mexican [u'papaya', u'sugar', u'lime juice']
predict brazilian but is mexican [u'lime juice', u'melon', u'sugar']
predict indian but is greek [u'vegetable oil', u'water', u'salt', u'zucchini', u'all-purpose flour', u'plain yogurt', u'large garlic cloves']
predict italian but is irish [u'powdered sugar', u'warm water', u'meringue powder', u'food colouring']
predict thai but is vietnamese [u'tofu', u'peanuts', u'chopped garlic', u'sweet chili sauce', u'cilantro leaves', u'lime juice', u'cucumber', u'soy sauce', u'vegetable oil']
predict southern_us but is mexican [u'milk', u'all-purpose flour', u'vegetable oil', u'baking powder', u'salt']
predict thai but is indian [u'kaffir lime leaves', u'peanuts', u'waxy potatoes', u'red chili peppers', u'tamarind paste', u'onions', u'fish sauce', u'Massaman curry paste', u'cinnamon sticks', u'light brown sugar', u'jasmine rice', u'coconut cream', u'beef steak']
predict italian but is french [u'chiles', u'salt', u'bread crumb fresh', u'fresh lemon juice', u'extra-virgin olive oil', u'red bell pepper', u'black pepper', u'garlic cloves']
predict italian but is spanish [u'olive oil', u'chopped onion', u'spinach', u'raisins', u'pinenuts', u'salt', u'ground black pepper']
predict mexican but is chinese [u'plain flour', u'canola oil', u'salt', u'warm water', u'scallions']
predict thai but is vietnamese [u'fish sauce', u'pepper', u'fresh ginger', u'green onions', u'Thai red curry paste', u'carrots', u'sambal ulek', u'coconut oil', u'pork shoulder roast', u'jalapeno chilies', u'fried eggs', u'acorn squash', u'low sodium soy sauce', u'brown sugar', u'curry powder', u'white miso', u'sesame oil', u'rice vinegar', u'wild mushrooms', u'five spice', u'black pepper', u'lime', u'low sodium chicken broth', u'cilantro', u'ramen noodles seasoning']
predict french but is southern_us [u'unsalted butter', u'water', u'heavy cream', u'corn', u'all-purpose flour', u'chopped fresh chives']
predict southern_us but is irish [u'sugar', u'peppermint extract', u'low-fat milk', u'pure vanilla extract', u'color food green', u'vanilla ice cream']
predict thai but is vietnamese [u'green onions', u'rice', u'beansprouts', u'fresh cilantro', u'thai chile', u'garlic cloves', u'lettuce', u'rice vermicelli', u'creamy peanut butter', u'fresh mint', u'hoisin sauce', u'rice vinegar', u'shrimp']
predict italian but is greek [u'instant rice', u'ground black pepper', u'ground pork', u'lemon juice', u'chicken broth', u'pinenuts', u'raisins', u'chopped onion', u'tangerine juice', u'brandy', u'butter', u'salt', u'ground beef', u'chestnuts', u'salt and ground black pepper', u'turkey', u'orange juice']
predict southern_us but is french [u'unsalted butter', u'pineapple', u'sugar', u'ice water', u'all-purpose flour', u'semolina flour', u'large eggs', u'salt', u'pineapple preserves', u'vegetable shortening', u'fresh lemon juice']
predict southern_us but is french [u'mixed greens', u'vinaigrette', u'dried cranberries', u'tart', u'walnuts']
predict italian but is southern_us [u'cream', u'lard', u'sausages', u'shucked oysters', u'flour for dusting', u'quail']
predict italian but is greek [u'parsley leaves', u'lima beans', u'onions', u'pita loaves', u'carrots', u'extra-virgin olive oil', u'red bell pepper', u'large garlic cloves', u'fresh lemon juice']
predict southern_us but is italian [u'olive oil', u'Bisquick Original All-Purpose Baking Mix', u'buttermilk', u'dried rosemary', u'salt', u'roasted red peppers', u'garlic cloves']
predict vietnamese but is thai [u'chicken broth', u'minced garlic', u'corn starch', u'fish sauce', u'vegetable oil', u'white sugar', u'cider vinegar', u'paprika', u'chicken wings', u'jalapeno chilies', u'red bell pepper']
predict italian but is french [u'sugar', u'water', u'vodka', u'prosecco', u'whole cranberry sauce']
predict thai but is japanese [u'sugar', u'ground black pepper', u'cilantro leaves', u'lemongrass', u'sea salt', u'fresh mint', u'soy sauce', u'kirby cucumbers', u'rice vinegar', u'olive oil', u'ginger']
predict italian but is french [u'parsley sprigs', u'salt', u'fresh sage', u'olive oil', u'bay leaf', u'celery ribs', u'black pepper', u'garlic cloves', u'rosemary sprigs', u'fresh thyme', u'chicken']
predict greek but is cajun_creole [u'whole wheat hamburger buns', u'ground red pepper', u'creole seasoning', u'crumbled blue cheese', u'onion tops', u'iceberg lettuce', u'ground turkey breast', u'paprika', u'feta cheese crumbles', u'ground round', u'cooking spray', u'dry bread crumbs']
predict thai but is filipino [u'coconut cream', u'dark brown sugar', u'corn syrup']
predict indian but is russian [u'coriander seeds', u'garlic cloves', u'cider vinegar', u'cayenne pepper', u'salt', u'onions', u'vegetable oil', u'carrots']
predict greek but is mexican [u'pepper', u'chopped celery', u'chopped parsley', u'avocado', u'chicken breast halves', u'chopped onion', u'orzo pasta', u'cilantro leaves', u'chicken broth', u'garlic', u'lemon juice']
predict thai but is filipino [u'saffron threads', u'lime rind', u'peeled fresh ginger', u'cilantro leaves', u'long grain white rice', u'lower sodium chicken broth', u'water', u'chicken breast halves', u'garlic cloves', u'eggs', u'white onion', u'cilantro stems', u'dark sesame oil', u'sliced green onions', u'fish sauce', u'cream sherry', u'ginger', u'carrots']
predict japanese but is korean [u'dashi', u'hot pepper', u'garlic paste', u'potatoes', u'onions', u'zucchini', u'fresh mushrooms', u'water', u'soft tofu', u'bean curd']
predict chinese but is japanese [u'green onions', u'carrots', u'sugar', u'rice vinegar', u'savoy cabbage', u'chili paste with garlic', u'red bell pepper', u'low sodium soy sauce', u'cilantro leaves', u'somen']
predict southern_us but is british [u'vegetable shortening', u'baking soda', u'salt', u'old-fashioned oats', u'all-purpose flour', u'sugar', u'buttermilk']
predict chinese but is japanese [u'sugar', u'orange juice', u'shredded carrots', u'sliced green onions', u'rice vinegar', u'reduced-sodium tamari sauce', u'lemon juice']
predict british but is irish [u'tomato paste', u'vegetable oil', u'carrots', u'frozen peas', u'unsalted butter', u'salt', u'ground beef', u'milk', u'russet potatoes', u'flat leaf parsley', u'fresh thyme leaves', u'beef broth', u'onions']
predict italian but is french [u'fennel bulb', u'shells', u'flat leaf parsley', u'whole peeled tomatoes', u'orange juice', u'saffron', u'olive oil', u'garlic', u'juice', u'orange zest', u'seafood stock', u'halibut', u'onions']
predict filipino but is spanish [u'eggs', u'sweetened condensed milk', u'vanilla extract', u'evaporated milk', u'white sugar']
predict mexican but is italian [u'italian style stewed tomatoes', u'garlic', u'ground black pepper', u'sliced carrots', u'chopped cilantro fresh', u'sausage links', u'zucchini', u'beef broth', u'great northern beans', u'white hominy', u'salt']
predict cajun_creole but is southern_us [u'red potato', u'Dungeness crabs', u'sea salt', u'sausage links', u'lemon', u'bulb', u'vidalia onion', u'Pale Ale', u'garlic', u'corn', u'old bay seasoning']
predict greek but is italian [u'fettuccine pasta', u'feta cheese crumbles', u'fresh basil', u'extra-virgin olive oil', u'pitted kalamata olives', u'purple onion', u'tomatoes', u'ground black pepper']
predict cajun_creole but is southern_us [u'ground black pepper', u'salt', u'dried basil', u'bacon', u'cooked white rice', u'tomatoes', u'red pepper', u'okra', u'dried thyme', u'garlic', u'onions']
predict italian but is british [u'salt', u'white sugar', u'cream cheese', u'heavy cream']
predict thai but is southern_us [u'large eggs', u'ground cayenne pepper', u'sugar', u'frozen corn kernels', u'salt', u'coconut milk', u'olive oil', u'corn starch']
predict chinese but is mexican [u'sesame', u'boneless skinless chicken breasts', u'stir fry sauce', u'soy sauce', u'slaw mix', u'sauce', u'coleslaw dressing', u'wonton wrappers', u'onion tops', u'olive oil', u'cilantro']
predict southern_us but is irish [u'powdered sugar', u'all-purpose flour', u'butter', u'salt', u'baking powder']
predict italian but is greek [u'kosher salt', u'fresh herbs', u'extra-virgin olive oil', u'ground black pepper', u'fat', u'grated lemon zest']
predict southern_us but is italian [u'eggs', u'garlic', u'onions', u'bread crumb fresh', u'fresh parsley', u'ketchup', u'ground beef', u'tomato sauce', u'carrots', u'white sugar']
predict chinese but is filipino [u'sugar', u'corn starch', u'salt', u'water', u'soy sauce', u'broth']
